from_act,from_num,to_act,to_num
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,2,uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,4
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,2,uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,5
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,2,uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,6
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,21,uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,18
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,21,uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,19
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,21,uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,20
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,24,uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,23
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,3,uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,4
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,30,uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,29
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,31,uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,29
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,38,ipc,21
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,40,uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,18
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,40,uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,19
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,40,uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,20
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,40,uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,3
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,40,uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,6
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,41,uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,17
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,41,uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,34
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,2,uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,3
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,2,uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,4
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,2,uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,5
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,2,uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,6
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,21,uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,18
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,21,uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,19
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,21,uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,20
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,24,uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,23
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,30,uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,29
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,31,uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,29
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,38,ipc,21
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,40,uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,18
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,40,uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,19
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,40,uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,20
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,40,uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,3
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,40,uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,6
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,41,uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,17
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,41,uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,35
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,2,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,3
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,2,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,4
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,2,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,5
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,2,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,6
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,21,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,18
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,21,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,19
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,21,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,20
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,24,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,23
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,3,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,4
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,30,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,29
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,31,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,29
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,38,ipc,21
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,40,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,18
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,40,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,19
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,40,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,20
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,40,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,3
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,40,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,6
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,41,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,17
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,41,uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,35
uttar-pradesh-shri-bankey-bihari-ji-temple-trust,2,uttar-pradesh-shri-bankey-bihari-ji-temple-trust,12
uttar-pradesh-shri-bankey-bihari-ji-temple-trust,2,uttar-pradesh-shri-bankey-bihari-ji-temple-trust,5
uttar-pradesh-shri-bankey-bihari-ji-temple-trust,2,uttar-pradesh-shri-bankey-bihari-ji-temple-trust,9
uttar-pradesh-shri-bankey-bihari-ji-temple-trust,7,uttar-pradesh-shri-bankey-bihari-ji-temple-trust,4
uttar-pradesh-slum-areas-improvement-clearance-act-1962,11,uttar-pradesh-slum-areas-improvement-clearance-act-1962,10
uttar-pradesh-slum-areas-improvement-clearance-act-1962,12,uttar-pradesh-slum-areas-improvement-clearance-act-1962,11
uttar-pradesh-slum-areas-improvement-clearance-act-1962,13,uttar-pradesh-slum-areas-improvement-clearance-act-1962,10
uttar-pradesh-slum-areas-improvement-clearance-act-1962,13,uttar-pradesh-slum-areas-improvement-clearance-act-1962,12
uttar-pradesh-slum-areas-improvement-clearance-act-1962,16,uttar-pradesh-slum-areas-improvement-clearance-act-1962,12
uttar-pradesh-slum-areas-improvement-clearance-act-1962,16,uttar-pradesh-slum-areas-improvement-clearance-act-1962,15
uttar-pradesh-slum-areas-improvement-clearance-act-1962,2,uttar-pradesh-slum-areas-improvement-clearance-act-1962,1
uttar-pradesh-slum-areas-improvement-clearance-act-1962,2,uttar-pradesh-slum-areas-improvement-clearance-act-1962,3
uttar-pradesh-slum-areas-improvement-clearance-act-1962,20,uttar-pradesh-slum-areas-improvement-clearance-act-1962,17
uttar-pradesh-slum-areas-improvement-clearance-act-1962,20,uttar-pradesh-slum-areas-improvement-clearance-act-1962,5
uttar-pradesh-slum-areas-improvement-clearance-act-1962,21,uttar-pradesh-slum-areas-improvement-clearance-act-1962,20
uttar-pradesh-slum-areas-improvement-clearance-act-1962,23,uttar-pradesh-slum-areas-improvement-clearance-act-1962,3
uttar-pradesh-slum-areas-improvement-clearance-act-1962,24,uttar-pradesh-slum-areas-improvement-clearance-act-1962,23
uttar-pradesh-slum-areas-improvement-clearance-act-1962,25,uttar-pradesh-slum-areas-improvement-clearance-act-1962,10
uttar-pradesh-slum-areas-improvement-clearance-act-1962,25,uttar-pradesh-slum-areas-improvement-clearance-act-1962,3
uttar-pradesh-slum-areas-improvement-clearance-act-1962,30,uttar-pradesh-slum-areas-improvement-clearance-act-1962,14
uttar-pradesh-slum-areas-improvement-clearance-act-1962,30,uttar-pradesh-slum-areas-improvement-clearance-act-1962,15
uttar-pradesh-slum-areas-improvement-clearance-act-1962,31,uttar-pradesh-slum-areas-improvement-clearance-act-1962,30
uttar-pradesh-slum-areas-improvement-clearance-act-1962,32,uttar-pradesh-slum-areas-improvement-clearance-act-1962,14
uttar-pradesh-slum-areas-improvement-clearance-act-1962,32,uttar-pradesh-slum-areas-improvement-clearance-act-1962,15
uttar-pradesh-slum-areas-improvement-clearance-act-1962,37,ipc,21
uttar-pradesh-slum-areas-improvement-clearance-act-1962,39,uttar-pradesh-slum-areas-improvement-clearance-act-1962,23
uttar-pradesh-slum-areas-improvement-clearance-act-1962,39,uttar-pradesh-slum-areas-improvement-clearance-act-1962,5
uttar-pradesh-slum-areas-improvement-clearance-act-1962,5,uttar-pradesh-slum-areas-improvement-clearance-act-1962,4
uttar-pradesh-slum-areas-improvement-clearance-act-1962,6,uttar-pradesh-slum-areas-improvement-clearance-act-1962,4
uttar-pradesh-slum-areas-improvement-clearance-act-1962,6,uttar-pradesh-slum-areas-improvement-clearance-act-1962,5
uttar-pradesh-slum-areas-improvement-clearance-act-1962,9,uttar-pradesh-slum-areas-improvement-clearance-act-1962,8
uttar-pradesh-special-area-development-authorities-act-1986,10,uttar-pradesh-special-area-development-authorities-act-1986,8
uttar-pradesh-special-area-development-authorities-act-1986,10,uttar-pradesh-special-area-development-authorities-act-1986,9
uttar-pradesh-special-area-development-authorities-act-1986,11,uttar-pradesh-special-area-development-authorities-act-1986,10
uttar-pradesh-special-area-development-authorities-act-1986,12,uttar-pradesh-special-area-development-authorities-act-1986,10
uttar-pradesh-special-area-development-authorities-act-1986,12,uttar-pradesh-special-area-development-authorities-act-1986,11
uttar-pradesh-special-area-development-authorities-act-1986,12,uttar-pradesh-special-area-development-authorities-act-1986,8
uttar-pradesh-special-area-development-authorities-act-1986,12,uttar-pradesh-special-area-development-authorities-act-1986,9
uttar-pradesh-special-area-development-authorities-act-1986,14,uttar-pradesh-special-area-development-authorities-act-1986,13
uttar-pradesh-special-area-development-authorities-act-1986,14,uttar-pradesh-special-area-development-authorities-act-1986,9
uttar-pradesh-special-area-development-authorities-act-1986,2,uttar-pradesh-special-area-development-authorities-act-1986,3
uttar-pradesh-special-area-development-authorities-act-1986,23,ipc,21
uttar-pradesh-special-area-development-authorities-act-1986,23,uttar-pradesh-special-area-development-authorities-act-1986,14
uttar-pradesh-special-area-development-authorities-act-1986,24,uttar-pradesh-special-area-development-authorities-act-1986,14
uttar-pradesh-special-area-development-authorities-act-1986,24,uttar-pradesh-special-area-development-authorities-act-1986,15
uttar-pradesh-special-area-development-authorities-act-1986,24,uttar-pradesh-special-area-development-authorities-act-1986,23
uttar-pradesh-special-area-development-authorities-act-1986,25,uttar-pradesh-special-area-development-authorities-act-1986,14
uttar-pradesh-special-area-development-authorities-act-1986,25,uttar-pradesh-special-area-development-authorities-act-1986,24
uttar-pradesh-special-area-development-authorities-act-1986,26,uttar-pradesh-special-area-development-authorities-act-1986,14
uttar-pradesh-special-area-development-authorities-act-1986,26,uttar-pradesh-special-area-development-authorities-act-1986,24
uttar-pradesh-special-area-development-authorities-act-1986,26,uttar-pradesh-special-area-development-authorities-act-1986,25
uttar-pradesh-special-area-development-authorities-act-1986,34,stamp-act,27
uttar-pradesh-special-area-development-authorities-act-1986,34,stamp-act,64
uttar-pradesh-special-area-development-authorities-act-1986,38,uttar-pradesh-special-area-development-authorities-act-1986,25
uttar-pradesh-special-area-development-authorities-act-1986,4,uttar-pradesh-special-area-development-authorities-act-1986,3
uttar-pradesh-special-area-development-authorities-act-1986,45,ipc,21
uttar-pradesh-special-area-development-authorities-act-1986,9,uttar-pradesh-special-area-development-authorities-act-1986,8
uttar-pradesh-special-economic-zone-development-authority-act,18,uttar-pradesh-industrial-area-development-act-1976,10
uttar-pradesh-special-economic-zone-development-authority-act,18,uttar-pradesh-industrial-area-development-act-1976,13
uttar-pradesh-special-economic-zone-development-authority-act,18,uttar-pradesh-industrial-area-development-act-1976,14
uttar-pradesh-special-economic-zone-development-authority-act,18,uttar-pradesh-industrial-area-development-act-1976,15
uttar-pradesh-special-economic-zone-development-authority-act,18,uttar-pradesh-industrial-area-development-act-1976,16
uttar-pradesh-special-economic-zone-development-authority-act,2,uttar-pradesh-special-economic-zone-development-authority-act,4
uttar-pradesh-special-economic-zone-development-authority-act,2,uttar-pradesh-special-economic-zone-development-authority-act,5
uttar-pradesh-special-security-force-act-2020,10,uttar-pradesh-special-security-force-act-2020,8
uttar-pradesh-special-security-force-act-2020,11,uttar-pradesh-special-security-force-act-2020,10
uttar-pradesh-special-security-force-act-2020,2,uttar-pradesh-special-security-force-act-2020,3
uttar-pradesh-special-security-force-act-2020,5,uttar-pradesh-special-security-force-act-2020,17
uttar-pradesh-special-security-force-act-2020,6,uttar-pradesh-special-security-force-act-2020,4
uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,19,uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,6
uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,28,uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,27
uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,34,uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,13
uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,35,uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,15
uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,36,ipc,21
uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,4,uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,16
uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,4,uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,19
uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,4,uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,23
uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,4,uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,6
uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,7,uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,6
uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,9,uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,6
uttar-pradesh-state-capital-region-other-regions-development,15,uttar-pradesh-state-capital-region-other-regions-development,14
uttar-pradesh-state-capital-region-other-regions-development,17,uttar-pradesh-state-capital-region-other-regions-development,14
uttar-pradesh-state-capital-region-other-regions-development,17,uttar-pradesh-state-capital-region-other-regions-development,15
uttar-pradesh-state-capital-region-other-regions-development,17,uttar-pradesh-state-capital-region-other-regions-development,16
uttar-pradesh-state-capital-region-other-regions-development,2,uttar-pradesh-state-capital-region-other-regions-development,3
uttar-pradesh-state-capital-region-other-regions-development,2,uttar-pradesh-state-capital-region-other-regions-development,4
uttar-pradesh-state-capital-region-other-regions-development,2,uttar-pradesh-state-capital-region-other-regions-development,5
uttar-pradesh-state-capital-region-other-regions-development,27,uttar-pradesh-state-capital-region-other-regions-development,12
uttar-pradesh-state-capital-region-other-regions-development,39,bns,2
uttar-pradesh-state-capital-region-other-regions-development,41,uttar-pradesh-state-capital-region-other-regions-development,14
uttar-pradesh-state-capital-region-other-regions-development,41,uttar-pradesh-state-capital-region-other-regions-development,15
uttar-pradesh-state-capital-region-other-regions-development,41,uttar-pradesh-state-capital-region-other-regions-development,16
uttar-pradesh-state-capital-region-other-regions-development,41,uttar-pradesh-state-capital-region-other-regions-development,23
uttar-pradesh-state-capital-region-other-regions-development,41,uttar-pradesh-state-capital-region-other-regions-development,25
uttar-pradesh-state-capital-region-other-regions-development,41,uttar-pradesh-state-capital-region-other-regions-development,36
uttar-pradesh-state-capital-region-other-regions-development,41,uttar-pradesh-state-capital-region-other-regions-development,38
uttar-pradesh-state-capital-region-other-regions-development,41,uttar-pradesh-state-capital-region-other-regions-development,4
uttar-pradesh-state-capital-region-other-regions-development,41,uttar-pradesh-state-capital-region-other-regions-development,5
uttar-pradesh-state-capital-region-other-regions-development,42,uttar-pradesh-state-capital-region-other-regions-development,11
uttar-pradesh-state-capital-region-other-regions-development,42,uttar-pradesh-state-capital-region-other-regions-development,6
uttar-pradesh-state-capital-region-other-regions-development,6,uttar-pradesh-state-capital-region-other-regions-development,5
uttar-pradesh-state-cement-corporation-limited-acquisition-shares,4,uttar-pradesh-state-cement-corporation-limited-acquisition-shares,3
uttar-pradesh-state-cement-corporation-limited-acquisition-shares,5,uttar-pradesh-state-cement-corporation-limited-acquisition-shares,3
uttar-pradesh-state-cement-corporation-limited-acquisition-shares,5,uttar-pradesh-state-cement-corporation-limited-acquisition-shares,6
uttar-pradesh-state-cement-corporation-limited-acquisition-shares,6,uttar-pradesh-state-cement-corporation-limited-acquisition-shares,5
uttar-pradesh-state-commission-backward-classes-act-1996,10,uttar-pradesh-state-commission-backward-classes-act-1996,9
uttar-pradesh-state-commission-backward-classes-act-1996,15,uttar-pradesh-state-commission-backward-classes-act-1996,9
uttar-pradesh-state-commission-backward-classes-act-1996,16,ipc,21
uttar-pradesh-state-commission-backward-classes-act-1996,17,uttar-pradesh-state-commission-backward-classes-act-1996,13
uttar-pradesh-state-commission-backward-classes-act-1996,17,uttar-pradesh-state-commission-backward-classes-act-1996,14
uttar-pradesh-state-commission-backward-classes-act-1996,17,uttar-pradesh-state-commission-backward-classes-act-1996,4
uttar-pradesh-state-commission-backward-classes-act-1996,17,uttar-pradesh-state-commission-backward-classes-act-1996,5
uttar-pradesh-state-commission-backward-classes-act-1996,18,ipc,174
uttar-pradesh-state-commission-backward-classes-act-1996,18,ipc,175
uttar-pradesh-state-commission-backward-classes-act-1996,18,ipc,176
uttar-pradesh-state-commission-backward-classes-act-1996,18,ipc,178
uttar-pradesh-state-commission-backward-classes-act-1996,18,ipc,179
uttar-pradesh-state-commission-backward-classes-act-1996,18,ipc,180
uttar-pradesh-state-commission-backward-classes-act-1996,18,uttar-pradesh-state-commission-backward-classes-act-1996,10
uttar-pradesh-state-commission-backward-classes-act-1996,19,uttar-pradesh-state-commission-backward-classes-act-1996,18
uttar-pradesh-state-commission-backward-classes-act-1996,2,uttar-pradesh-state-commission-backward-classes-act-1996,3
uttar-pradesh-state-commission-backward-classes-act-1996,21,uttar-pradesh-state-commission-backward-classes-act-1996,23
uttar-pradesh-state-commission-backward-classes-act-1996,6,uttar-pradesh-state-commission-backward-classes-act-1996,12
uttar-pradesh-state-commission-backward-classes-act-1996,6,uttar-pradesh-state-commission-backward-classes-act-1996,5
uttar-pradesh-state-commission-women-act-2004,19,uttar-pradesh-state-commission-women-act-2004,13
uttar-pradesh-state-commission-women-act-2004,19,uttar-pradesh-state-commission-women-act-2004,4
uttar-pradesh-state-commission-women-act-2004,19,uttar-pradesh-state-commission-women-act-2004,5
uttar-pradesh-state-commission-women-act-2004,2,uttar-pradesh-state-commission-women-act-2004,3
uttar-pradesh-state-commission-women-act-2004,6,uttar-pradesh-state-commission-women-act-2004,5
uttar-pradesh-state-commission-women-act-2004,9,uttar-pradesh-state-commission-women-act-2004,17
uttar-pradesh-state-council-higher-education-act-1995,15,uttar-pradesh-state-council-higher-education-act-1995,11
uttar-pradesh-state-council-higher-education-act-1995,2,university-grants-commission-act-1956,4
uttar-pradesh-state-council-higher-education-act-1995,2,uttar-pradesh-state-council-higher-education-act-1995,15
uttar-pradesh-state-council-higher-education-act-1995,2,uttar-pradesh-state-council-higher-education-act-1995,3
uttar-pradesh-state-council-higher-education-act-1995,21,ipc,21
uttar-pradesh-state-council-higher-education-act-1995,23,uttar-pradesh-state-council-higher-education-act-1995,11
uttar-pradesh-state-council-higher-education-act-1995,24,uttar-pradesh-state-council-higher-education-act-1995,11
uttar-pradesh-state-council-higher-education-act-1995,27,uttar-pradesh-state-council-higher-education-act-1995,23
uttar-pradesh-state-emblem-prohibition-improper-use-act,11,uttar-pradesh-state-emblem-prohibition-improper-use-act,4
uttar-pradesh-state-emblem-prohibition-improper-use-act,11,uttar-pradesh-state-emblem-prohibition-improper-use-act,6
uttar-pradesh-state-emblem-prohibition-improper-use-act,11,uttar-pradesh-state-emblem-prohibition-improper-use-act,8
uttar-pradesh-state-emblem-prohibition-improper-use-act,7,uttar-pradesh-state-emblem-prohibition-improper-use-act,3
uttar-pradesh-state-emblem-prohibition-improper-use-act,7,uttar-pradesh-state-emblem-prohibition-improper-use-act,4
uttar-pradesh-state-highways-authority-act-2004,15,uttar-pradesh-state-highways-authority-act-2004,14
uttar-pradesh-state-highways-authority-act-2004,17,uttar-pradesh-state-highways-authority-act-2004,18
uttar-pradesh-state-highways-authority-act-2004,2,uttar-pradesh-state-highways-authority-act-2004,3
uttar-pradesh-state-highways-authority-act-2004,2,uttar-pradesh-state-highways-authority-act-2004,4
uttar-pradesh-state-highways-authority-act-2004,2,uttar-pradesh-state-highways-authority-act-2004,9
uttar-pradesh-state-highways-authority-act-2004,30,ipc,21
uttar-pradesh-state-highways-authority-act-2004,35,uttar-pradesh-state-highways-authority-act-2004,15
uttar-pradesh-state-highways-authority-act-2004,35,uttar-pradesh-state-highways-authority-act-2004,19
uttar-pradesh-state-highways-authority-act-2004,35,uttar-pradesh-state-highways-authority-act-2004,22
uttar-pradesh-state-highways-authority-act-2004,35,uttar-pradesh-state-highways-authority-act-2004,23
uttar-pradesh-state-highways-authority-act-2004,35,uttar-pradesh-state-highways-authority-act-2004,25
uttar-pradesh-state-highways-authority-act-2004,35,uttar-pradesh-state-highways-authority-act-2004,26
uttar-pradesh-state-highways-authority-act-2004,35,uttar-pradesh-state-highways-authority-act-2004,28
uttar-pradesh-state-highways-authority-act-2004,35,uttar-pradesh-state-highways-authority-act-2004,33
uttar-pradesh-state-legislature-members-emoluments-pension-act,14,uttar-pradesh-state-legislature-members-emoluments-pension-act,2
uttar-pradesh-state-legislature-members-emoluments-pension-act,15,income-tax-act,48
uttar-pradesh-state-legislature-members-emoluments-pension-act,15,uttar-pradesh-state-legislature-members-emoluments-pension-act,14
uttar-pradesh-state-legislature-members-emoluments-pension-act,15,uttar-pradesh-state-legislature-members-emoluments-pension-act,2
uttar-pradesh-state-legislature-members-emoluments-pension-act,15-A,uttar-pradesh-state-legislature-members-emoluments-pension-act,2
uttar-pradesh-state-legislature-members-emoluments-pension-act,16-A,uttar-pradesh-state-legislature-members-emoluments-pension-act,16
uttar-pradesh-state-legislature-members-emoluments-pension-act,17,uttar-pradesh-state-legislature-members-emoluments-pension-act,16
uttar-pradesh-state-legislature-members-emoluments-pension-act,17,uttar-pradesh-state-legislature-members-emoluments-pension-act,2
uttar-pradesh-state-legislature-members-emoluments-pension-act,17A,uttar-pradesh-state-legislature-members-emoluments-pension-act,2
uttar-pradesh-state-legislature-members-emoluments-pension-act,18-A,uttar-pradesh-state-legislature-members-emoluments-pension-act,2
uttar-pradesh-state-legislature-members-emoluments-pension-act,19,uttar-pradesh-state-legislature-members-emoluments-pension-act,3
uttar-pradesh-state-legislature-members-emoluments-pension-act,19,uttar-pradesh-state-legislature-members-emoluments-pension-act,4
uttar-pradesh-state-legislature-members-emoluments-pension-act,19,uttar-pradesh-state-legislature-members-emoluments-pension-act,5
uttar-pradesh-state-legislature-members-emoluments-pension-act,19,uttar-pradesh-state-legislature-members-emoluments-pension-act,6
uttar-pradesh-state-legislature-members-emoluments-pension-act,19,uttar-pradesh-state-legislature-members-emoluments-pension-act,7
uttar-pradesh-state-legislature-members-emoluments-pension-act,19,uttar-pradesh-state-legislature-members-emoluments-pension-act,8
uttar-pradesh-state-legislature-members-emoluments-pension-act,23,uttar-pradesh-state-legislature-members-emoluments-pension-act,2
uttar-pradesh-state-legislature-members-emoluments-pension-act,24,income-tax-act,48
uttar-pradesh-state-legislature-members-emoluments-pension-act,25,uttar-pradesh-state-legislature-members-emoluments-pension-act,24
uttar-pradesh-state-legislature-members-emoluments-pension-act,26,uttar-pradesh-state-legislature-members-emoluments-pension-act,24
uttar-pradesh-state-legislature-members-emoluments-pension-act,26,uttar-pradesh-state-legislature-members-emoluments-pension-act,25
uttar-pradesh-state-legislature-members-emoluments-pension-act,26-A,uttar-pradesh-state-legislature-members-emoluments-pension-act,24
uttar-pradesh-state-legislature-members-emoluments-pension-act,26-A,uttar-pradesh-state-legislature-members-emoluments-pension-act,3
uttar-pradesh-state-legislature-members-emoluments-pension-act,29,uttar-pradesh-state-legislature-members-emoluments-pension-act,31
uttar-pradesh-state-legislature-members-emoluments-pension-act,3,income-tax-act,48
uttar-pradesh-state-legislature-members-emoluments-pension-act,30,uttar-pradesh-state-legislature-members-emoluments-pension-act,31
uttar-pradesh-state-legislature-members-emoluments-pension-act,4,uttar-pradesh-state-legislature-members-emoluments-pension-act,2
uttar-pradesh-state-legislature-members-emoluments-pension-act,5,uttar-pradesh-state-legislature-members-emoluments-pension-act,2
uttar-pradesh-state-legislature-members-emoluments-pension-act,7,uttar-pradesh-state-legislature-members-emoluments-pension-act,5
uttar-pradesh-state-legislature-members-emoluments-pension-act,9,uttar-pradesh-state-legislature-members-emoluments-pension-act,2
uttar-pradesh-state-legislature-members-emoluments-pension-act,9,uttar-pradesh-state-legislature-members-emoluments-pension-act,5
uttar-pradesh-state-legislature-officers-salaries-allowances-act,8,uttar-pradesh-state-legislature-officers-salaries-allowances-act,2
uttar-pradesh-state-legislature-officers-salaries-allowances-act,8,uttar-pradesh-state-legislature-officers-salaries-allowances-act,4
uttar-pradesh-state-legislature-prevention-disqualification-act-1971,3,rp-act-1951,10
uttar-pradesh-state-open-school-board-act-2008,10,uttar-pradesh-state-open-school-board-act-2008,4
uttar-pradesh-state-open-school-board-act-2008,11,uttar-pradesh-state-open-school-board-act-2008,14
uttar-pradesh-state-open-school-board-act-2008,2,uttar-pradesh-state-open-school-board-act-2008,17
uttar-pradesh-state-open-school-board-act-2008,2,uttar-pradesh-state-open-school-board-act-2008,3
uttar-pradesh-state-open-school-board-act-2008,2,uttar-pradesh-state-open-school-board-act-2008,4
uttar-pradesh-state-open-school-board-act-2008,2,uttar-pradesh-state-open-school-board-act-2008,5
