id,short_title,long_title,act_number,act_year,enact_date,enforcement_date,jurisdiction,ministry,department,section_count,in_force,unit
national-institute-fashion-technology-act-2006,"The National Institute of Fashion Technology Act, 2006",An Act to establish and incorporate the National Institute of Fashion Technology for the promotion and development of education and research in fashion technology and for matters connected therewithand incidental thereto.,28,2006,2006-07-13,2007-04-01,CENTRAL,Ministry of Textiles,,34,1,section
national-institute-mental-health-neuro-sciences-bangalore-act-2012,"The National Institute of Mental Health and Neuro-Sciences, Bangalore Act, 2012","An Act to declare the institution known as the National Institute of Mental Health and NeuroSciences, Bangalore, to be an institution of national importance and to provide for its incorporation and for matters connected therewith.",38,2012,2012-09-13,2013-11-29,CENTRAL,Ministry of Health and Family Welfare,Department of Health and Family Welfare,33,1,section
national-institutes-design-act-2014,"The National Institutes of Design Act, 2014","An Act to declare the institution known as the National Institute of Design, hmedabad, to be an institution of national importance for the promotion of quality and excellence in education,research and training in all disciplines relating to Design and for matters connected therewith or incidental thereto.",18,2014,2014-07-17,2014-09-16,CENTRAL,Ministry of Commerce and Industry,Department of Promotion of Industry and Internal Trade,41,1,section
national-institutes-food-technology-entrepreneurship-management-act-2021,"The National Institutes of Food Technology, Entrepreneurship and Management Act, 2021.","An Act to declare certain institutions of Food Technology, Entrepreneurship and Management to be the institutions of national importance and to provide for instructions and research in food technology, entrepreneurship and management and for the advancement of learning and dissemination of knowledge in such branches and for matters connected therewith or incidental thereto.",19,2021,2021-07-30,,CENTRAL,Ministry of Food Processing Industries,Department of Food Processing Industries,41,1,section
national-institutes-pharmaceutical-education-research-act-1998,"The National Institutes of Pharmaceutical Education and Research Act, 1998",An Act to declare the institution known as the National Institute of Pharmaceutical Education and Research to be an institution of national importance and to provide for its incorporation and matters connected therewith.,13,1998,1998-06-26,1998-07-08,CENTRAL,Ministry of Chemicals and Fertilizers,Department of Pharmaceuticals,44,1,section
national-institutes-technology-science-education-research-act-2007,"The National Institutes of Technology, Science Education and Research Act, 2007","An Act to declare 1certain institutions of technology, science education and research to be Institutions of national importance and to provide for instructions and research in branches of engineering, technology, management, education, sciences and arts and for the advancement of learning and dissemination of knowledge in such branches and for certain other matters connected with such institutions.",29,2007,2007-06-05,2007-08-15,CENTRAL,Ministry of Education,Department of Higher Education,40,1,section
national-investigation-agency-act-2008,"The National Investigation Agency Act, 2008","An Act to constitute an investigation agency at the national level to investigate and prosecute offences affecting the sovereignty, security and integrity of India, security of State, friendly relations with foreign States and offences under Acts enacted to implement international treaties, agreements, conventions and resolutions of the United Nations, its agencies and other international organisations and for matters connected therewith or incidental thereto.",34,2008,2008-12-31,2008-12-31,CENTRAL,Ministry of Home Affairs,Department of Internal Security,26,1,section
national-judicial-appointments-commission-act-2014,"The National Judicial Appointments Commission Act, 2014",An Act to regulate the procedure to be followed by the National Judicial Appointments Commission for recommending persons for appointment as the Chief Justice of India and other Judges of the Supreme Court and Chief Justices and other Judges of High Courts and for their transfers and for matters connected therewith or incidental thereto.,40,2014,2014-12-31,2015-04-13,CENTRAL,Ministry of Law and Justice,Department of Justice,14,1,section
national-jute-board-act-2008,"The National Jute Board Act, 2008","An Act to provide for the establishment of a National Jute Board for the development of the cultivation, manufacture and marketing of jute and jute products and for matters connected therewith and incidental thereto.",12,2009,2009-02-12,,CENTRAL,Ministry of Textiles,,26,1,section
national-law-university-meghalaya-act-2022-act-no,"The National Law University of Meghalaya Act, 2022 (Act No. 10 of 2022)","An Act to provide for the establishment of a Law University by the name of the National Law University of Meghalaya at Shillong for imparting legal education for development of teaching and higher learning in law with powers to award degrees, diplomas, and other academic distinctions and also to impart legal education and training as mandated by the Ministry of Law and Justice, Government of India. And whereas in furtherance of the said objects, the Government has decided that teaching and research facilities available in the Law University can also be utilized to offer comprehensive legal training apart from development of teaching and higher learning in law with powers to award degrees, diplomas, and other academic distinctions and for matters connected therewith or incidental thereto;",10,2022,2022-09-27,2022-09-23,Meghalaya,Meghalaya Law Department,Law Department,35,1,section
national-medical-commission-act-2019,"The National Medical Commission Act, 2019","An Act to provide for a medical education system that improves access to quality and affordable medical education, ensures availability of adequate and high quality medical professionals in all parts of the country; that promotes equitable and universal healthcare that encourages community health perspective and makes services of medical professionals accessible to all the citizens; that promotes national health goals; that encourages medical professionals to adopt latest medical research in their work and to contribute to research; that has an objective periodic and transparent assessment of medical institutions and facilitates maintenance of a medical register for India and enforces high ethical standards in all aspects of medical services; that is flexible to adapt to changing needs and has an effective grievance redressal mechanism and for matters connected therewith or incidental thereto.",30,2019,2019-08-08,,CENTRAL,Ministry of Health and Family Welfare,Department of Health and Family Welfare,61,1,section
national-nursing-midwifery-commission-act-2023,"The National Nursing and Midwifery Commission Act, 2023","An Act to provide for regulation and maintenance of standards of education and services by nursing and midwifery professionals, assessment of institutions, maintenance of a National Register and State Registers and creation of a system to improve access, research and development and adoption of latest scientific advancement and for matters connected therewith or incidental thereto.",26,2023,2023-08-12,2024-02-29,CENTRAL,Ministry of Health and Family Welfare,Department of Health and Family Welfare,57,1,section
national-rural-employment-guarantee-extension-jammu-kashmir-act,"The National Rural Employment Guarantee (Extension to Jammu and Kashmir) Act, 2007","An Act to provide for the extension of the National Rural Employment Guarantee Act, 2005 to the State of Jammu and Kashmir.",23,2007,2007-05-11,2007-06-04,CENTRAL,Ministry of Rural Development,Department of Rural Development,3,1,section
national-security-act-1980,"The National Security Act, 1980",An Act to provide for preventive detention in certain cases and for matters connected therewith.,65,1980,1980-12-27,1980-12-27,CENTRAL,Ministry of Home Affairs,Department of Internal Security,20,1,section
national-security-act-1980-chandigarh,"National Security Act, 1980",,65,1980,1980-12-27,,Chandigarh,,Law & Prosecution Department Chandigarh Administration,1,1,section
national-security-guard-act-1986,"The National Security Guard Act, 1986",An Act to provide for the constitution and regulation of an armed force of the Union for combating terrorist activities with a view to protecting States against internal disturbances and for matters connected therewith.,47,1986,1986-09-22,1986-10-16,CENTRAL,Ministry of Home Affairs,Department of Internal Security,140,1,section
national-service-act-1972,"The National Service Act, 1972",An Act to provide for the registration of qualified persons and for the rendering of national service by such persons and for matters connected therewith.,28,1972,1972-06-09,1973-06-01,CENTRAL,Ministry of Youth Affairs and Sports,Department of Youth Affairs,38,1,section
national-sports-club-assam-taking-over-management-1978-act,The National Sports Club of Assam (Taking-Over Management) 1978 (Act No.9 of 1978),An Act to provide for the taking-over of the management of the National Sports Club of Assam within the State of Meghalaya from the present Executive Committee and other committees of the Club and from the holders of offices of the Club for a limited period in the public interest and in order to secure the proper management of the Club and for matters connected therewith or incidental thereto.,9,1978,1978-08-09,1978-06-02,Meghalaya,Meghalaya Law Department,Law Department,12,1,section
national-sports-governance-act-2025,"The National Sports Governance Act, 2025","An Act to provide for the development and promotion of sports, welfare measures for sportspersons, ethical practices based on basic universal principles of good governance, ethics and fair play of the Olympic and sports movement, the Olympic Charter, the Paralympic Charter, international best practices and established legal standards and to provide for the resolution of sports grievances and sports disputes in a unified, equitable and effective manner and for matters connected therewith or incidental thereto.",25,2025,2025-08-18,2026-01-01,CENTRAL,Ministry of Youth Affairs and Sports,Department of Sports,38,1,section
national-sports-university-act-2018,"The National Sports University Act, 2018","An Act to establish and incorporate a National Sports University in the State of Manipur, a specialised University first of its kind, to promote sports education in the areas of sports sciences, sports technology, sports management and sports coaching besides functioning as the national training centre for select sports disciplines by adopting best international practices and for matters connected therewith or incidental thereto.",25,2018,2018-08-17,2018-05-31,CENTRAL,Ministry of Youth Affairs and Sports,Department of Sports,44,1,section
national-tax-tribunal-act-2005,"The National Tax Tribunal Act, 2005","An Act to provide for the adjudication by the National Tax Tribunal of disputes with respect to levy, assessment, collection and enforcement of direct taxes and also to provide for the adjudication by that Tribunal of disputes with respect to the determination of the rates of duties of customs and central excise on goods and the valuation of goods for the purposes of assessment of such duties as well as in matters relating to levy of tax on service, in pursuance of article 323B of the Constitution and for matters connected therewith or incidental thereto.",49,2005,2005-12-20,2005-12-28,CENTRAL,Ministry of Law and Justice,Department of Legal Affairs,30,1,section
national-trust-welfare-persons-with-autism-cerebral-palsy,"The National Trust for Welfare of Persons with Autism, Cerebral Palsy, Mental Retardation and Multiple Disabilities Act, 1999","An Act to provide for the constitution of a body at the National level for the Welfare of Persons with Autism, Cerebral Palsy, Mental Retardation and Multiple Disabilities and for matters connected therewith or incidental thereto.",44,1999,1999-12-30,1999-12-30,CENTRAL,Ministry of Social Justice and Empowerment,Department of Empowerment of Persons with Disabilities,36,1,section
national-waterways-act-2016,"The National Waterways Act, 2016.",An Act to make provisions for existing national waterways and to provide for the declaration of certain inland waterways to be national waterways and also to provide for the regulation and development of the said waterways for the purposes of shipping and navigation and for matters connected therewith or incidental thereto.,17,2016,2016-03-25,2016-04-12,CENTRAL,Ministry of Shipping,,5,1,section
naval-aircraft-prize-act-1971,"The Naval and Aircraft Prize Act, 1971",An Act to provide for the establishment and procedure of Prize Courts and for matters connected therewith or incidental thereto.,59,1971,1971-12-16,1971-12-16,CENTRAL,Ministry of Defence,Department of Military Affairs,20,1,section
navy-act-1957,"The Navy Act, 1957",An Act to consolidate and amend the law relating to the Government of the Indian Navy.,62,1957,1957-12-27,1958-01-01,CENTRAL,Ministry of Defence,Department of Military Affairs,194,1,section
ndps-act,"The Narcotic Drugs and Psychotropic Substances Act, 1985","An Act to consolidate and amend the law relating to narcotic drugs, to make stringent provisions for the control and regulation of operations relating to narcotic drugs and psychotropic substances , to provide for the forfeiture of property derived from, or used in, illicit traffic in narcotic drugs and psychotropic substances, to implement the provisions of the International Conventions on Narcotic Drugs and Psychotropic Substances and for matters connected therewith.",61,1985,1985-09-16,1985-11-14,CENTRAL,Ministry of Finance,Department of Revenue,129,1,section
netaji-subhas-university-act-2018,"The Netaji Subhas University Act, 2018",,11,2018,2018-09-19,,Jharkhand,,"Higher Technical Education and Skill Development Department, Government of Jharkhand",46,1,section
new-delhi-municipal-council-act-1994,"The New Delhi Municipal Council Act, 1994",An Act to provide for the establishment of the New Delhi Municipal Council and for matters connected therewith or incidental thereto.,44,1994,1994-07-14,1994-05-25,CENTRAL,Ministry of Home Affairs,Department of States,443,1,section
ni-act,"The Negotiable Instruments Act, 1881","An Act to define and amend the law relating to Promissory Notes, Bills of Exchange and Cheques.",26,1881,1881-12-09,1882-03-01,CENTRAL,Ministry of Finance,Department of Financial Services,155,1,section
nizamabad-metropolitan-area-police-act-2016,"The Nizamabad (Metropolitan Area) Police Act, 2016.",An Act to provide for the establishment of Nizamabad Police Commissionerate for the Metropolitan Area of Nizamabad and for the matters connected therewith or incidental thereto.,3,2017,2017-01-19,2016-10-08,Telangana,,Home,12,1,section
nizams-institute-medical-sciences-act-1989,"The Nizams Institute of Medical Sciences Act, 1989.","An Act to provide for the Establishment of the Nizam’s Institute of Medical Sciences, Hyderabad by law and to confer the Status of a University thereon and for Matters connected therewith or incidental thereto.",13,1989,1989-04-27,,Telangana,,"Health, Medical and Family Welfare",41,1,section
nizams-trust-deeds-validation-act-1950,"The Nizams Trust Deeds (Validation) Act, 1950.",,24,1950,1950-01-08,,Telangana,,Revenue,3,1,section
north-east-adventist-university-act-2015-act-no,"The North East Adventist University Act, 2015 (Act No. 4 of 2019)","To establish and incorporate an University in the State, with emphasis on providing high quality education, training and research in the fields of Physical Sciences, Applied Sciences, Life Sciences, Health Sciences, Social Sciences, Bio-Technology, Information Technology, Engineering, Management, Commerce, Communication, Law, Humanities, Languages, Performing Arts and other allied areas, sponsored by the Medical Educational Trust Association Surat of Seventh-day Adventists, and to provide for matters connected therewith or incidental thereto.",4,2019,2019-04-29,2019-04-29,Meghalaya,Meghalaya Law Department,Law Department,51,1,section
north-eastern-areas-reorganisation-act-1971,"The North-Eastern Areas (Reorganisation) Act, 1971",An Act to provide for the establishment of the States of Manipur and Tripura and to provide for the formation of the State of Meghalaya and of the Union territories of Mizoram and Arunachal Pradesh by reorganisation of the existing State of Assam and for matters connected therewith.,81,1971,1971-12-30,1972-01-21,CENTRAL,Ministry of Home Affairs,Department of States,100,1,section
north-eastern-council-act-1971,"The North-Eastern Council Act, 1971",An Act to provide for the setting up of a Council for the north-eastern areas of India to be called the North-Eastern Council and for matters connected therewith.,84,1971,1971-12-30,1972-08-01,CENTRAL,Ministry of Development of North Eastern Region,,8,1,section
north-eastern-hill-university-act-1973,"The North-Eastern Hill University Act, 1973",An Act to establish and incorporate a teaching and affiliating University for the hill areas of the North-Eastern region.,24,1973,1973-05-26,1973-07-19,CENTRAL,Ministry of Education,Department of Higher Education,42,1,section
north-western-provinces-oudh-act-1890,"The North-western Provinces and Oudh Act, 1890",An Act to provide for the better administration of the North-Western Provinces and Oudh and to amend certain enactments in force in those Provinces and in Oudh.,20,1890,1890-10-16,1890-10-16,CENTRAL,Ministry of Home Affairs,Department of States,63,1,section
northern-india-canal-drainage-act-1873,"The Northern India Canal and Drainage Act, 1873","An Act to regulate Irrigation, Navigation and Drainage Northern India.",8,1873,1873-02-11,1873-02-11,CENTRAL,Ministry of Jal Shaktri,"Department of Water Resources, River Development and Ganga Rejuvenation",75,1,section
northern-indian-ferries-act-1878,"The Northern Indian Ferries Act, 1878",An Act to regulate Ferries in Northern India.,17,1878,1878-11-09,1878-11-09,CENTRAL,Ministry of Shipping,,37,1,section
notaries-act-1952,"The Notaries Act, 1952",An Act to regulate the profession of notaries.,53,1952,1952-08-09,1956-02-14,CENTRAL,Ministry of Law and Justice,Department of Legal Affairs,16,1,section
oaths-act-1969,"The Oaths Act, 1969",An Act to consolidate and amend the law relating to judicial oaths and for certain other purposes.,44,1969,1969-12-26,1969-12-26,CENTRAL,Ministry of Law and Justice,Legislative Department,9,1,section
occupational-safety-health-working-conditions-code-2020,"The Occupational Safety, Health and Working Conditions Code, 2020","An Act to consolidate and amend the laws regulating the occupational safety, health and working conditions of the persons employed in an establishment and for matters connected therewith or incidental thereto.",37,2020,2020-09-28,2025-11-21,CENTRAL,Ministry of Labour and Employment,,143,1,section
official-languages-act-1963,"The Official Languages Act, 1963","An Act to provide for the languages which may be used for the official purposes of the Union, for transaction of business in Parliament, for Central and State Acts and for certain purposes in High Courts.",19,1963,1963-05-10,1965-01-10,CENTRAL,Ministry of Home Affairs,Department of Official Language,9,1,section
official-secrets-act-1923,"The Official Secrets Act, 1923",An Act to consolidate and amend the law relating to official secrets.,19,1923,1923-04-02,1923-04-02,CENTRAL,Ministry of Home Affairs,Department of Internal Security,16,1,section
official-trustees-act-1913,"The Official Trustees Act, 1913",To consolidate and amend the law constituting the office of the Official Trustee.,2,1913,1913-02-27,1914-04-01,CENTRAL,Ministry of Law and Justice,Legislative Department,35,1,section
offshore-areas-mineral-development-regulation-act-2002,"The Offshore Areas Mineral (Development and Regulation) Act, 2002","An Act to provide for development and regulation of mineral resources in the territorial waters, continental shelf, exclusive economic zone and other maritime zones of India and to provide for matters connected therewith or incidental thereto.",17,2003,2003-01-30,2010-01-15,CENTRAL,Ministry of Mines,,46,1,section
oil-industry-development-act-1974,"The Oil Industry (Development) Act, 1974",An Act to provide for the establishment of a Board for the development of oil industry and for that purpose to levy a duty of excise on crude oil and natural gas and for matters connected therewith.,47,1974,1974-09-26,1974-09-26,CENTRAL,Ministry of Petroleum and Natural Gas,,32,1,section
oil-natural-gas-commission-transfer-undertaking-repeal-act,"The Oil and Natural Gas Commission (Transfer of Undertaking and Repeal) Act, 1993","An Act to provide for the transfer and vesting of the undertaking of the Oil and Natural Gas Commission to and in the Oil and Natural Gas Corporation Limited, a company incorporated under the Companies Act, 1956, and for matters connected therewith or incidental thereto and also to repeal the Oil and Natural Gas Commission Act, 1959.",65,1993,1993-09-04,1993-07-02,CENTRAL,Ministry of Petroleum and Natural Gas,,12,1,section
oilfields-regulation-development-act-1948,"The Oilfields (Regulation and Development) Act, 1948",An Act to provide for the regulation of oilfields and for the development of mineral oil resources.,53,1948,1948-09-08,1949-10-25,CENTRAL,Ministry of Petroleum and Natural Gas,,19,1,section
orissa-alteration-name-act-2011,"The Orissa (Alteration of Name) Act, 2011",An Act to alter the name of the State of Orissa.,15,2011,2011-09-23,2011-11-01,CENTRAL,Ministry of Home Affairs,Department of States,10,1,section
orissa-weights-measures-delhi-repeal-act-1958,"The Orissa Weights and Measures (Delhi Repeal) Act, 1958","An Act to provide for the repeal of the Orissa Weights and Measures Act, 1943, in its application to the Union territory of Delhi.",57,1958,1958-12-30,1958-12-30,CENTRAL,Ministry of Home Affairs,Department of States,3,1,section
orphanages-other-charitable-homes-supervision-control-act-1960,"The Orphanages and other Charitable Homes (Supervision and Control) Act, 1960","An Act to provide for the supervision and control of orphanages, homes for neglected women or children and other like institutions and for matters connected therewith.",10,1960,1960-04-09,1960-04-09,CENTRAL,Ministry of Women and Child Development,,31,1,section
oudh-amanati-notes-act-1918,"The Oudh Amanati Notes Act, 1918",,3,1918,1918-06-05,,Uttar Pradesh,,Revenue,2,1,section
oudh-estates-act-1869,"The Oudh Estates' Act, 1869","An Act to define the rights of Taluqdars and others in certain estates in Oudh, and to regulate the succession thereto.",1,1869,1869-01-12,,CENTRAL,Ministry of Home Affairs,Department of States,33,1,section
oudh-laws-act-1876,"The Oudh Laws Act, 1876",An Act to declare and amend the laws to be administered in Oudh.,18,1876,1876-10-10,1876-10-10,CENTRAL,Ministry of Home Affairs,Department of States,46,1,section
oudh-settled-estates-act-1917,"The Oudh Settled Estates Act, 1917",,5,1917,1917-08-11,,Uttar Pradesh,,Revenue,25,1,section
oudh-taluqdar-s-relief-act-1870,"The Oudh Taluqdar's Relief Act, 1870",An Act to relieve from incumbrances the estates of Taluqdars in Oudh.,24,1870,1870-09-07,,CENTRAL,Ministry of Home Affairs,Department of States,25,1,section
pali-municipality-administrator-appointment-validation-act-1961,"The Pali Municipality Administrator Appointment (Validation) Act, 1961",,7,1961,1961-04-03,,Rajasthan,,Urban Development and Housing Department,3,1,section
pandharpur-development-authority-act-2009,"The Pandharpur Development Authority Act, 2009.",,15,2009,2009-06-25,,Maharashtra,Govt of Maharashtra,Law and Judiciary Department,17,1,section
pandharpur-temples-act-1973,"The Pandharpur Temples Act, 1973.","An Act to provide for the abolition of all the hereditary rights, privileges of ministrants and priestly classes functioning in the Temples of Vitthal and Rukmini at Pandharpur; for the acquisition of such rights and privileges and for the vesting thereof in a Committee established for the purpose; for payment of amounts for such acquisitions for providing for better administration and governance of these Temples. their endowments and the amalgamation of the trusts and for matters connected with the purposes aforesaid.",9,1974,1974-04-03,,Maharashtra,Govt of Maharashtra,Law and Judiciary Department,58,1,section
pandit-deeodayal-petroleum-university-act-2007,"The Pandit Deeodayal Petroleum University Act, 2007.",,14,2007,2007-04-04,,Gujarat,,Energy and Petro-chemicals Department,1,1,section
panjab-district-boards-act-1883,"The Panjab District Boards Act, 1883",An Act to make better provision for local selfgovernment in the Districts of the Panjab.,20,1883,1883-10-12,1883-10-12,CENTRAL,Ministry of Home Affairs,Department of States,79,1,section
parel-investments-trading-private-limited-domestic-gas-private,"The Parel Investments and Trading Private Limited and Domestic Gas Private Limited (Taking Over of Management) Repeal Act, 2005","An Act to repeal the Parel Investments and Trading Private Limited and Domestic Gas Private Limited (Taking Over of Management) Act, 1979.",14,2005,2005-03-31,2005-03-31,CENTRAL,Ministry of Petroleum and Natural Gas,,2,1,section
parliament-prevention-disqualification-act-1959,"The Parliament (Prevention of Disqualification) Act, 1959","An Act to declare that certain offices of profit under the Government shall not disqualify the holders thereof for being chosen as, or for being, members of Parliament.",10,1959,1959-04-04,1959-04-04,CENTRAL,Ministry of Law and Justice,Legislative Department,5,1,section
parliamentary-proceedings-protection-publication-act-1977,"The Parliamentary Proceedings (Protection of Publication) Act, 1977",An Act to protect the publication of reports of proceedings of Parliament.,15,1977,1977-04-18,1977-03-25,CENTRAL,Ministry of Information and Broadcasting,,4,1,section
parsi-marriage-divorce-act-1936,"The Parsi Marriage and Divorce Act, 1936",An Act to amend the law relating to marriage and divorce among Parsis.,3,1936,1936-04-23,1936-06-22,CENTRAL,Ministry of Law and Justice,Legislative Department,55,1,section
partition-act-1893,"The Partition Act, 1893",An Act to amend the Law relating to Partition.,4,1893,1893-03-09,1893-03-09,CENTRAL,Ministry of Law and Justice,Legislative Department,10,1,section
partition-revenue-paying-estates-act-1863,"The Partition of Revenue-paying Estates Act, 1863",An Act to Consolidate and amend the Law relating to the Partition of Estates paying Revenue to Government in the North-Western Provinces of the Presidency of Fort William in Bengal.,19,1863,1863-03-10,,CENTRAL,Ministry of Home Affairs,Department of States,59,1,section
partnership-act,"The Indian Partnership Act, 1932",An Act to define and amend the Law Relating to Partnership.,9,1932,1932-04-08,,CENTRAL,Ministry of Corporate Affairs,,74,1,section
passports-act-1967,"The Passports Act, 1967","An Act to provide for the issue of passports and travel documents, to regulate the departure from India of citizens of India and other persons and for matters incidental or ancillary thereto.",15,1967,1967-06-24,1967-06-24,CENTRAL,Ministry of External Affairs,,29,1,section
patents-act,"The Patents Act, 1970",An Act to amend and consolidate the law relating to patents.,39,1970,1970-09-19,1978-04-01,CENTRAL,Ministry of Commerce and Industry,Department of Promotion of Industry and Internal Trade,179,1,section
payment-bonus-act-1965-chandigarh-1965,"The Payment of Bonus Act, 1965",,21,1965,1965-09-25,,Chandigarh,,Labour Department,1,1,section
payment-gratuity-act-1972-chandigarh-1972,"The Payment of Gratuity Act, 1972",,39,1972,1972-08-21,,Chandigarh,,Labour Department,1,1,section
payment-settlement-systems-act-2007,"The Payment and Settlement Systems Act, 2007",An Act to provide for the regulation and supervision of payment systems in India and to designate the Reserve Bank of India as the authority for that purpose and for matters connected therewith or incidental thereto.,51,2007,2007-12-20,2008-08-12,CENTRAL,Ministry of Finance,Department of Financial Services,42,1,section
payment-wages-act-1936-chandigarh,"The Payment of Wages Act, 1936",,4,1936,1936-04-23,,Chandigarh,,Labour Department,1,1,section
pc-act,"The Prevention of Corruption Act, 1988",An Act to consolidate and amend the law relating to the prevention of corruption and for matters connected therewith.,49,1988,1988-09-09,1988-09-09,CENTRAL,"Ministry of Personnel, Public Grievances and Pensions",Department of Personnel and Training,35,1,section
pension-fund-regulatory-development-authority-act-2013,"The Pension Fund Regulatory and Development Authority Act, 2013","An Act to provide for the establishment of an Authority to promote old age income security by establishing, developing and regulating pension funds, to protect the interests of subscribers to schemes of pension funds and for matters connected therewith or incidental thereto.",23,2013,2013-09-18,2014-02-01,CENTRAL,Ministry of Finance,Department of Financial Services,57,1,section
pensions-act-1871,"The Pensions Act, 1871",An Act to consolidate and amend the law relating to pensions and grants by Government of money or land-revenue.,23,1871,1871-08-18,1871-08-18,CENTRAL,"Ministry of Personnel, Public Grievances and Pensions",Department of Pension and Pensioners Welfare,18,1,section
persons-with-disabilities-equal-opportunities-protection-rights-full,"The Persons with Disabilities (Equal Opportunities, Protection of Rights and Full Participation) Act, 1995",,1,1996,1996-01-01,,Chandigarh,,Social Welfare,4,1,section
petroleum-act-1934,"The Petroleum Act, 1934","An Act to consolidate and amend the law relating to the import, transport, storage, production, refining and blending of petroleum.",30,1934,1934-09-06,1937-03-30,CENTRAL,Ministry of Petroleum and Natural Gas,,32,1,section
petroleum-minerals-pipelines-acquisition-right-user-land-act,"The Petroleum and Minerals Pipelines (Acquisition of Right of User in Land) Act, 1962",An Act to provide for the acquisition of right of user in land for laying pipelines for the transport of petroleum and minerals and for matters connected therewith.,50,1962,1962-12-07,1962-12-07,CENTRAL,Ministry of Petroleum and Natural Gas,,24,1,section
petroleum-natural-gas-regulatory-board-act-2006,"The Petroleum and Natural Gas Regulatory Board Act, 2006","An Act to provide for the establishment of Petroleum and Natural Gas Regulatory Board to regulate the refining, processing, storage, transportation, distribution, marketing and sale of petroleum, petroleum products and natural gas excluding production of crude oil and natural gas so as to protect the interests of consumers and entities engaged in specified activities relating to petroleum, petroleum products and natural gas and to ensure uninterrupted and adequate supply of petroleum, petroleum products and natural gas in all parts of the country and to promote competitive markets and for matters connected therewith or incidental thereto.",19,2006,2006-03-31,,CENTRAL,Ministry of Petroleum and Natural Gas,,63,1,section
pharmacy-act-1948,"The Pharmacy Act, 1948",An Act to regulate the profession of pharmacy.,8,1948,1948-03-04,1948-03-04,CENTRAL,Ministry of Health and Family Welfare,Department of Health and Family Welfare,55,1,section
places-worship-special-provisions-act-1991,"The Places of Worship (Special Provisions) Act, 1991","An Act to prohibit conversion of any place of worship and to provide for the maintenance of the religious character of any place of worship as it existed on the 15th day of August, 1947, and for matters connected therewith or incidental thereto.",42,1991,1991-09-18,1991-07-11,CENTRAL,Ministry of Home Affairs,Department of States,8,1,section
pmla,"The Prevention of Money-Laundering Act, 2002","An Act to prevent money-laundering and to provide for confiscation of property derived from, or involved in, money-laundering and for matters connected therewith or incidental thereto.",15,2003,2003-01-17,2005-07-01,CENTRAL,Ministry of Finance,Department of Revenue,81,1,section
pocso-act,"The Protection of Children from Sexual Offences Act, 2012","An Act to protect children from offences of sexual assault, sexual harassment and pornography and provide for establishment of Special Courts for trial of such offences and for matters connected therewith or incidental thereto.",32,2012,2012-06-19,2012-11-14,CENTRAL,Ministry of Women and Child Development,,47,1,section
poisons-act-1919,"The Poisons Act, 1919","An Act to consolidate and amend the law regulating the importation, possession and sale of poisons.",12,1919,1919-09-03,1919-09-03,CENTRAL,Ministry of Home Affairs,Department of Home,10,1,section
police-act-1861,"The Police Act, 1861",An Act for the Regulation of Police.,5,1861,1861-03-22,1861-03-22,CENTRAL,Ministry of Home Affairs,Department of Internal Security,46,1,section
police-act-1949,"The Police Act, 1949",An Act to provide for the constitution of a general police-district embracing two or more Union territories and for the establishment of a police force therefor.,64,1949,1949-12-27,1949-12-27,CENTRAL,Ministry of Home Affairs,Department of Internal Security,7,1,section
police-act-1983-1927-d,"The Police Act, 1983 (1927 A.d.)",Whereas it is expedient to re-organize the police and to make it a more efficient instrument for the prevention and detection of crime ; It is hereby enacted as follows: —,2,1983,1923-01-29,1983-05-22,Jammu and Kashmir,,Home,44,1,section
police-agra-act-1854,"The Police, Agra Act, 1854",An Act to amend Regulation XI. of 1831 of the Bengal Code,16,1854,1854-07-28,1854-07-28,CENTRAL,Ministry of Home Affairs,Department of States,3,1,section
police-forces-restriction-rights-act-1966,"The Police-Forces (Restriction of Rights) Act, 1966",An Act to provide for the restriction of certain rights conferred by Part III of the Constitution in their application to the members of the Forces charged with the maintenance of public order so as to ensure the proper discharge of their duties and the maintenance of discipline among them.,33,1966,1966-12-02,1966-12-03,CENTRAL,Ministry of Home Affairs,Department of Internal Security,6,1,section
pondicherry-administration-act-1962,"The Pondicherry (Administration) Act, 1962",An Act to provide for the administration of Pondicherry and for matters connected therewith.,49,1962,1962-12-05,1962-08-16,CENTRAL,Ministry of Home Affairs,Department of States,20,1,section
pondicherry-alteration-name-act-2006,"The Pondicherry (Alteration of Name) Act, 2006",An Act to alter the name of the Union territory of Pondicherry,44,2006,2006-09-13,2006-10-01,CENTRAL,Ministry of Home Affairs,Department of States,10,1,section
pondicherry-extension-laws-act-1968,"The Pondicherry (Extension of Laws) Act, 1968",An Act to extend certain Central Acts to the Union territory of Pondicherry.,26,1968,1968-05-24,1968-05-24,CENTRAL,Ministry of Home Affairs,Department of States,7,1,section
pondicherry-university-act-1985,"The Pondicherry University Act, 1985",An Act to establish and incorporate a teaching and affiliating University in the Union territory of Pondicherry and to provide for matters connected therewith or incidental thereto.,53,1985,1985-09-04,1985-10-16,CENTRAL,Ministry of Education,Department of Higher Education,44,1,section
post-graduate-institute-medical-education-research-chandigarh-act-1966,"The Post-Graduate Institute of Medical Education and Research, Chandigarh, Act 1966","An Act to declare the institution known as the Post-Graduate Institute of Medical Education and Research, Chandigarh, to be an institution of national importance and to provide for its incorporation and matters connected therewith.",51,1966,1966-12-17,1967-04-01,CENTRAL,Ministry of Health and Family Welfare,Department of Health and Family Welfare,32,1,section
